listing_id,property_id,list_date,status,list_price,listing_agent,description
L1710,P915,2023-03-20,Pending,71350157,Brian Warren,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1711,P771,2023-10-28,Pending,64403811,Kathleen Carroll,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1712,P898,2023-06-17,Leased,48237490,Karen Kelly,Spacious layout with stone countertops and built-in shelving.
L1713,P837,2022-06-02,Active,13481896,Stephanie Whitney,Relax in the exercise room or entertain in the granite countertops of this home.
L1714,P542,2023-02-23,Leased,37159016,Richard Robinson,Spacious layout with stone countertops and built-in shelving.
L1715,P617,2023-03-04,Active,78861684,John Richard,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1716,P723,2022-10-29,Active,16075724,Heather Brown,Spacious layout with stone countertops and built-in shelving.
L1717,P844,2023-06-24,Leased,13137120,Eric Nixon,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1718,P885,2022-08-11,Leased,41448373,Michael Anderson,Relax in the exercise room or entertain in the granite countertops of this home.
L1719,P705,2022-10-11,Leased,24543465,Mitchell Jackson,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1720,P926,2023-10-23,Active,31091255,Tracey Thompson,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1721,P607,2023-10-20,Sold,64061290,Todd Scott,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1722,P548,2022-11-09,Active,63341671,Adrian Young,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1723,P659,2022-06-01,Active,60239495,Paul Brown,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1724,P351,2022-12-08,Active,34687979,Ian Kane,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1725,P418,2022-07-28,Sold,63330762,Samantha Martinez,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1726,P487,2023-01-14,Sold,44421935,Lauren Ramsey,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1727,P999,2022-07-23,Leased,35734074,Andrew Jensen,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1728,P659,2022-06-16,Leased,74863518,Paul Crane,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1729,P476,2022-09-15,Sold,91162666,Cynthia Willis,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1730,P318,2023-04-13,Sold,30416537,Bryan Pierce,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1731,P156,2023-12-10,Active,43537162,Kelly Martinez,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1732,P150,2022-09-13,Leased,38733867,Daniel Morris,"Charming property offering fireplace, pantry."
L1733,P524,2022-05-26,Sold,73287656,Andrew Smith,Relax in the exercise room or entertain in the granite countertops of this home.
L1734,P931,2023-06-22,Leased,60226598,April White,Spacious layout with stone countertops and built-in shelving.
L1735,P352,2023-12-21,Active,70240689,Brandy Green,Relax in the exercise room or entertain in the granite countertops of this home.
L1736,P067,2022-05-30,Sold,68907757,Miss Janet Soto MD,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1737,P114,2022-05-05,Pending,73600253,Colin Williams,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1738,P710,2022-06-22,Active,24094824,Todd Howe,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1739,P501,2023-02-07,Sold,67576706,Thomas Walsh,Spacious layout with stone countertops and built-in shelving.
L1740,P559,2023-06-22,Leased,39405317,Levi Roberson,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1741,P078,2022-02-25,Leased,32571988,Thomas Cooper,Spacious layout with stone countertops and built-in shelving.
L1742,P137,2022-04-14,Leased,62847060,Michelle Davidson,"Charming property offering fireplace, pantry."
L1743,P511,2023-04-28,Sold,45362344,Michael Johnson,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1744,P706,2023-08-30,Pending,58718756,Alejandro Fisher,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1745,P994,2023-10-13,Active,66878831,Don Black,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1746,P626,2023-10-12,Sold,73243962,Pedro Cherry,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1747,P014,2023-08-06,Leased,75134106,Mr. Kevin Roach,"Charming property offering fireplace, pantry."
L1748,P632,2023-03-19,Pending,85708669,Anthony Hubbard,"Charming property offering fireplace, pantry."
L1749,P163,2022-10-15,Leased,91936153,Michael Meyers,Relax in the exercise room or entertain in the granite countertops of this home.
L1750,P684,2022-04-25,Leased,56576396,Robert Rivera,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1751,P483,2022-08-21,Sold,67340372,Johnny Bullock,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1752,P630,2022-08-25,Leased,40982742,Michael Lee,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1753,P104,2023-02-16,Sold,4539541,Ryan Harper,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1754,P525,2023-12-09,Leased,65116624,James White,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1755,P458,2022-06-02,Active,62452248,Sharon Lewis,Relax in the exercise room or entertain in the granite countertops of this home.
L1756,P448,2023-02-17,Pending,11685887,Trevor Rice,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1757,P828,2022-08-28,Sold,64852163,Brian Burton,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1758,P887,2022-10-20,Leased,96393585,Amanda Kaiser,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1759,P950,2022-11-06,Leased,34948589,Christopher Coleman,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1760,P717,2023-02-24,Active,66161500,Kelly Tucker,Spacious layout with stone countertops and built-in shelving.
L1761,P257,2023-09-11,Leased,78346157,Caitlin Barnes,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1762,P608,2023-10-19,Leased,10704892,Kyle Schaefer,Relax in the exercise room or entertain in the granite countertops of this home.
L1763,P744,2023-07-12,Active,9822589,Kimberly Martinez,"Charming property offering fireplace, pantry."
L1764,P082,2023-02-02,Pending,91190752,Michael Carpenter,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1765,P034,2023-05-13,Sold,47229806,Mark Rubio,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1766,P176,2022-03-05,Active,43769355,Elizabeth Patton,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1767,P369,2022-03-25,Sold,9688312,Elizabeth Stein,"Charming property offering fireplace, pantry."
L1768,P194,2024-01-28,Active,76170757,Emily Gomez,"Charming property offering fireplace, pantry."
L1769,P475,2022-03-20,Leased,54573658,Allen Cruz,Spacious layout with stone countertops and built-in shelving.
L1770,P671,2023-01-21,Active,35758560,John Figueroa,Relax in the exercise room or entertain in the granite countertops of this home.
L1771,P137,2023-02-06,Active,7767057,Kyle Murphy,Spacious layout with stone countertops and built-in shelving.
L1772,P480,2022-11-18,Sold,63914865,Michelle Flores,Relax in the exercise room or entertain in the granite countertops of this home.
L1773,P364,2022-09-02,Sold,43559828,Kayla Cole,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1774,P059,2022-08-24,Active,65248209,Ruth Davis,"Charming property offering fireplace, pantry."
L1775,P715,2023-02-11,Active,12658580,Evan Castillo,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1776,P217,2022-05-21,Leased,66822834,Angel White,"Charming property offering fireplace, pantry."
L1777,P225,2022-09-28,Sold,77985507,Shelley Rivera,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1778,P705,2022-08-21,Leased,53395224,Lori Cox,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1779,P086,2022-08-11,Leased,37004965,Patrick Roberts,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1780,P526,2023-09-25,Active,53135670,Jonathan Martin,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1781,P876,2022-04-16,Active,52276318,Kathryn Gonzalez,"Charming property offering fireplace, pantry."
L1782,P755,2022-11-25,Leased,7671734,Theresa Abbott,"Charming property offering fireplace, pantry."
L1783,P607,2023-08-12,Pending,63861385,Sean Zamora,"Charming property offering fireplace, pantry."
L1784,P446,2022-09-22,Leased,80837730,Theodore Fuentes,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1785,P141,2022-04-27,Active,91781175,Sabrina Aguirre,Spacious layout with stone countertops and built-in shelving.
L1786,P074,2022-05-04,Pending,12626115,Katherine Phillips,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1787,P759,2023-09-28,Active,27896294,Jennifer Sosa,Spacious layout with stone countertops and built-in shelving.
L1788,P125,2022-03-11,Active,62003262,Bailey Martin,Spacious layout with stone countertops and built-in shelving.
L1789,P807,2022-06-17,Leased,32638492,Luis Jacobs,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1790,P411,2023-09-25,Sold,5508977,Mr. Christopher Leon,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1791,P792,2024-01-08,Leased,52114366,Kendra Harrison,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1792,P122,2022-03-19,Leased,80927570,Kyle Gilbert,"Charming property offering fireplace, pantry."
